zip,cd,res_ratio,bus_ratio,oth_ratio,tot_ratio
00617,7200,1.000000000,1.000000000,1.000000000,1.000000000
00627,7200,1.000000000,1.000000000,1.000000000,1.000000000
00662,7200,1.000000000,1.000000000,1.000000000,1.000000000
00680,7200,1.000000000,1.000000000,1.000000000,1.000000000
00683,7200,1.000000000,1.000000000,1.000000000,1.000000000
00687,7200,1.000000000,1.000000000,1.000000000,1.000000000
00732,7200,1.000000000,1.000000000,1.000000000,1.000000000
00738,7200,1.000000000,1.000000000,1.000000000,1.000000000
00765,7200,1.000000000,1.000000000,1.000000000,1.000000000
00919,7200,1.000000000,1.000000000,1.000000000,1.000000000
00971,7200,1.000000000,1.000000000,1.000000000,1.000000000
00981,7200,1.000000000,1.000000000,1.000000000,1.000000000
01005,2502,1.000000000,1.000000000,1.000000000,1.000000000
01041,2501,1.000000000,1.000000000,1.000000000,1.000000000
01081,2501,1.000000000,1.000000000,1.000000000,1.000000000
01062,2502,1.000000000,1.000000000,1.000000000,1.000000000
01109,2501,1.000000000,1.000000000,1.000000000,1.000000000
01267,2501,1.000000000,1.000000000,1.000000000,1.000000000
01331,2502,1.000000000,1.000000000,1.000000000,1.000000000
01225,2501,1.000000000,1.000000000,1.000000000,1.000000000
01420,2503,0.992399332,0.987937967,0.987804878,0.991852975
01360,2502,1.000000000,1.000000000,1.000000000,1.000000000
01344,2502,1.000000000,1.000000000,1.000000000,1.000000000
01462,2503,0.994332137,1.000000000,1.000000000,0.994712725
01460,2503,1.000000000,1.000000000,1.000000000,1.000000000
01451,2503,1.000000000,1.000000000,1.000000000,1.000000000
01440,2503,0.992826697,0.994910941,1.000000000,0.993410958
01521,2501,1.000000000,1.000000000,1.000000000,1.000000000
01523,2503,1.000000000,1.000000000,1.000000000,1.000000000
01473,2503,1.000000000,1.000000000,1.000000000,1.000000000
01475,2503,0.745272525,0.872340426,0.841269841,0.753912685
01560,2502,1.000000000,1.000000000,1.000000000,1.000000000
01550,2501,1.000000000,1.000000000,1.000000000,1.000000000
01537,2502,1.000000000,1.000000000,1.000000000,1.000000000
01534,2502,1.000000000,1.000000000,1.000000000,1.000000000
01588,2502,1.000000000,1.000000000,1.000000000,1.000000000
01583,2502,1.000000000,1.000000000,1.000000000,1.000000000
01585,2501,0.183741648,0.020833333,0.000000000,0.177861365
01571,2501,1.000000000,0.995215311,1.000000000,0.999806277
01604,2502,1.000000000,1.000000000,1.000000000,1.000000000
01607,2502,1.000000000,1.000000000,1.000000000,1.000000000
01701,2505,1.000000000,1.000000000,1.000000000,1.000000000
01747,2502,0.016837782,0.051383399,0.061538462,0.021067926
01773,2505,0.991660876,1.000000000,0.980392157,0.991976893
01824,2503,0.999424405,0.999282125,1.000000000,0.999424910
01833,2506,1.000000000,1.000000000,1.000000000,1.000000000
01863,2503,1.000000000,1.000000000,1.000000000,1.000000000
01864,2506,1.000000000,1.000000000,1.000000000,1.000000000
01886,2503,0.999110760,1.000000000,1.000000000,0.999206489
01879,2503,1.000000000,1.000000000,1.000000000,1.000000000
01876,2506,1.000000000,1.000000000,1.000000000,1.000000000
01890,2505,1.000000000,1.000000000,1.000000000,1.000000000
01915,2506,1.000000000,1.000000000,1.000000000,1.000000000
01906,2506,1.000000000,1.000000000,1.000000000,1.000000000
01929,2506,1.000000000,1.000000000,1.000000000,1.000000000
01982,2506,1.000000000,1.000000000,1.000000000,1.000000000
01966,2506,1.000000000,1.000000000,1.000000000,1.000000000
02043,2508,1.000000000,1.000000000,1.000000000,1.000000000
02035,2504,1.000000000,0.981677917,0.995762712,0.997851882
02052,2504,1.000000000,1.000000000,1.000000000,1.000000000
02056,2504,1.000000000,1.000000000,1.000000000,1.000000000
02054,2504,1.000000000,1.000000000,1.000000000,1.000000000
02045,2508,1.000000000,1.000000000,1.000000000,1.000000000
02061,2509,0.998932536,1.000000000,1.000000000,0.999146903
02125,2507,0.625699496,0.610719323,0.664179104,0.626984629
02122,2508,0.372026942,0.331196581,0.368421053,0.368368094
02130,2508,0.601712037,0.616170213,0.498930862,0.595763584
02139,2507,0.717764283,0.745972073,0.642354447,0.714559011
02170,2508,1.000000000,1.000000000,1.000000000,1.000000000
02186,2508,0.737552490,0.919117647,0.813084112,0.747582841
02184,2508,1.000000000,1.000000000,1.000000000,1.000000000
02199,2507,1.000000000,1.000000000,1.000000000,1.000000000
02331,2509,1.000000000,1.000000000,1.000000000,1.000000000
02350,2509,1.000000000,0.000000000,1.000000000,1.000000000
02338,2509,0.999059856,1.000000000,1.000000000,0.999107143
02339,2509,1.000000000,1.000000000,1.000000000,1.000000000
02375,2504,0.995718178,0.994897959,1.000000000,0.995800355
02364,2509,1.000000000,1.000000000,1.000000000,1.000000000
02446,2504,0.978790757,0.987509184,0.975294778,0.979088557
02464,2504,1.000000000,1.000000000,1.000000000,1.000000000
02455,2507,1.000000000,1.000000000,1.000000000,1.000000000
02452,2505,1.000000000,1.000000000,1.000000000,1.000000000
02568,2509,1.000000000,1.000000000,1.000000000,1.000000000
02562,2509,1.000000000,1.000000000,1.000000000,1.000000000
02630,2509,1.000000000,1.000000000,1.000000000,1.000000000
02657,2509,1.000000000,1.000000000,1.000000000,1.000000000
02648,2509,1.000000000,1.000000000,1.000000000,1.000000000
02725,2504,1.000000000,1.000000000,1.000000000,1.000000000
02760,2504,1.000000000,1.000000000,1.000000000,1.000000000
02747,2509,1.000000000,1.000000000,1.000000000,1.000000000
02770,2509,1.000000000,1.000000000,1.000000000,1.000000000
02815,4402,1.000000000,1.000000000,1.000000000,1.000000000
02808,4402,1.000000000,1.000000000,1.000000000,1.000000000
02839,4402,1.000000000,1.000000000,1.000000000,1.000000000
02835,4401,1.000000000,1.000000000,1.000000000,1.000000000
02822,4402,1.000000000,1.000000000,1.000000000,1.000000000
02842,4401,1.000000000,1.000000000,1.000000000,1.000000000
02862,4401,1.000000000,1.000000000,1.000000000,1.000000000
02907,4401,0.877897167,0.815184049,0.831442464,0.869519041
02908,4401,0.332286726,0.434738956,0.521367521,0.343881215
02905,4401,0.559362934,0.731077471,0.518292683,0.574549149
02905,4402,0.440637066,0.268922529,0.481707317,0.425450851
02909,4402,0.939949319,0.980683507,0.983255814,0.945177927
03031,3302,1.000000000,1.000000000,1.000000000,1.000000000
03070,3302,1.000000000,1.000000000,1.000000000,1.000000000
03103,3301,1.000000000,1.000000000,1.000000000,1.000000000
03079,3302,1.000000000,1.000000000,1.000000000,1.000000000
03221,3302,1.000000000,1.000000000,1.000000000,1.000000000
03249,3301,1.000000000,1.000000000,1.000000000,1.000000000
03235,3302,0.999752903,1.000000000,1.000000000,0.999784900
03302,3302,1.000000000,1.000000000,1.000000000,1.000000000
03576,3302,1.000000000,1.000000000,1.000000000,1.000000000
03561,3302,1.000000000,1.000000000,1.000000000,1.000000000
03467,3302,1.000000000,1.000000000,1.000000000,1.000000000
03441,3302,1.000000000,1.000000000,1.000000000,1.000000000
03446,3302,1.000000000,1.000000000,1.000000000,1.000000000
03447,3302,1.000000000,1.000000000,1.000000000,1.000000000
03748,3302,1.000000000,1.000000000,1.000000000,1.000000000
03741,3302,1.000000000,1.000000000,1.000000000,1.000000000
03592,3302,1.000000000,1.000000000,1.000000000,1.000000000
03602,3302,1.000000000,1.000000000,1.000000000,1.000000000
24226,5109,1.000000000,1.000000000,0.000000000,1.000000000
03810,3301,1.000000000,1.000000000,1.000000000,1.000000000
03811,3302,0.997210600,0.986486486,1.000000000,0.996402878
03785,3302,1.000000000,1.000000000,1.000000000,1.000000000
03835,3301,1.000000000,1.000000000,1.000000000,1.000000000
03827,3301,1.000000000,1.000000000,1.000000000,1.000000000
03884,3301,1.000000000,1.000000000,1.000000000,1.000000000
