fec_candidate_id,name,party,status,state,zip,fec_committee_id,cycle,cand_status,office_state,district,branch,url,crp_id
H8VA05171,"RIGGLEMAN, DENVER LEE MR. III",REP,O,VA,22920,C00680488,2018,C,VA,5,H,http://www.denverforcongress.com/,
H8VA06104,"CLINE, BENJAMIN LEE",REP,O,VA,24450,C00661561,2018,C,VA,6,H,http://www.bencline.com/,
H8VA06138,"LEWIS, JENNIFER LYNN",DEM,O,VA,22980,C00669531,2018,C,VA,6,H,https://jenniferlewisforcongress.com/,
H8VA07060,"ALLI, HELEN",OTH,C,VA,23113,C00634899,2018,C,VA,7,H,https://alliforva.com/,
H4VA07143,"BRAT, DAVID ALAN MR.",REP,I,VA,23058,C00554949,2018,C,VA,7,H,https://davebrat.com/,N00036013
H8VA07094,"SPANBERGER, ABIGAIL",DEM,C,VA,23058,C00649913,2018,C,VA,7,H,https://abigailspanberger.com/,
H4VA08224,"BEYER, DONALD STERNOFF HONORABLE JR.",DEM,I,VA,22314,C00555888,2018,C,VA,8,H,http://friendsofdonbeyer.com/,N00036018
H8VA08159,"OH, THOMAS",REP,C,VA,22304,C00669507,2018,C,VA,8,H,https://www.letuschangecongress.org/,
H6VA08229,"WEBB, MICHAEL DAVID",REP,C,VA,22204,C00591537,2018,P,VA,8,H,,N00038575
H8VA09066,"FLACCAVENTO, ANTHONY JUDE MR",DEM,C,VA,24212,C00657619,2018,C,VA,9,H,https://www.flacc4congress.com,
H0VA09055,"GRIFFITH, H MORGAN",REP,I,VA,24068,C00477240,2018,C,VA,9,H,http://www.morgangriffithforcongress.com/,N00032029
H4VA10089,"COMSTOCK, BARBARA",REP,I,VA,22101,C00554261,2018,C,VA,10,H,https://www.barbaracomstockforcongress.com/,N00036023
H8VA10106,"WEXTON, JENNIFER",DEM,C,VA,20165,C00638023,2018,C,VA,10,H,https://jenniferwexton.com/,
H8VA11062,"CONNOLLY, GERALD EDWARD",DEM,I,VA,22031,C00445452,2018,C,VA,11,H,http://www.gerryconnolly.com/,N00029891
H8VA11070,"DOVE, JEFFERY ANTHONY MR. JR.",REP,C,VA,22191,C00630384,2018,C,VA,11,H,http://www.doveforcongress.com/,
H8VA11088,"PORTER, STEVAN MICHAEL MR.",LIB,C,VA,20172,C00631762,2018,C,VA,11,H,http://www.porter4us.com/,
H4VI00146,"MALONE, SHAWN-MICHAEL",DEM,O,VI,801,C00559971,2018,P,VI,0,H,,
H2VI00082,"PLASKETT, STACEY",DEM,I,VI,824,C00528182,2018,C,VI,0,H,,N00035000
H6VI00067,"RUSSELL, RONALD E MR",DEM,C,VI,850,C00622985,2018,N,VI,0,H,,
S2VT00144,"PAIGE, H BROOKE",REP,C,VT,5675,C00525964,2018,N,VT,0,S,,
S4VT00033,"SANDERS, BERNARD",IND,I,VT,,C00411330,2018,C,VT,0,S,https://berniesanders.com/,
H8VT01065,"TYNIO, NATASHA ANYA",REP,,VT,5829,C00684696,2018,N,VT,0,H,,
H6VT00160,"WELCH, PETER",DEM,I,VT,5402,C00413179,2018,C,VT,0,H,https://www.welchforcongress.com/,N00000515
S8VT00141,"ZUPAN, LAWRENCE",REP,C,VT,5255,C00684241,2018,N,VT,0,S,https://www.zupanforsenate.org/,
S8WA00194,"CANTWELL, MARIA",DEM,I,WA,98111,C00349506,2018,C,WA,0,S,https://www.cantwell.com/,
S8WA00319,"HUTCHISON, SUSAN",REP,C,WA,98105,C00681569,2018,C,WA,0,S,https://www.susan4senate.com/,
H8WA01077,"BEELER, JEFFREY ALLEN SR",REP,C,WA,98294,C00680264,2018,C,WA,1,H,https://www.beeler4congress.com/,
H0WA08046,"DELBENE, SUZAN K",DEM,I,WA,98083,C00459099,2018,C,WA,1,H,http://www.delbeneforcongress.com/,N00030693
H0WA02080,"LARSEN, RICK",DEM,I,WA,98206,C00345546,2018,C,WA,2,H,https://www.ricklarsen.org/,N00009759
H8WA02208,"LUKE, BRIAN",LIB,C,WA,98046,,2018,N,WA,2,H,https://www.luke4congress.com/,
H8WA02182,"MOVER, UNCLE",REP,C,WA,98012,,2018,N,WA,2,H,,
H0WA03187,"HERRERA BEUTLER, JAIME",REP,I,WA,98642,C00472704,2018,C,WA,3,H,https://www.votejaime.com/,N00031559
H8WA03198,"Long, Carolyn N.",DEM,C,WA,98682,C00660472,2018,C,WA,3,H,https://www.electlong.com/,
H8WA04089,"BROWN, CHRISTINE CAROL",DEM,C,WA,99336,C00647008,2018,C,WA,4,H,https://www.christinebrownforcongress.com/,
H4WA04104,"NEWHOUSE, DAN",REP,I,WA,98944,C00559393,2018,C,WA,4,H,https://www.dannewhouse.com/,N00036403
H8WA05193,"BROWN, LISA",DEM,C,WA,99210,C00654400,2018,C,WA,5,H,http://www.lisabrownforcongress.com/,
H4WA05077,"MCMORRIS RODGERS, CATHY",REP,I,WA,99203,C00390476,2018,C,WA,5,H,http://www.cathyforcongress.com/,N00026314
H8WA06100,"DIGHTMAN, DOUGLAS",REP,C,WA,98584,C00679571,2018,C,WA,6,H,http://www.dightmanforcongress.com/,
H2WA06129,"KILMER, DEREK",DEM,I,WA,98402,C00514893,2018,C,WA,6,H,http://www.derekkilmer.com/,N00034453
H6WA07458,"JAYAPAL, PRAMILA",DEM,I,WA,98118,C00605592,2018,C,WA,7,H,https://www.pramilaforcongress.com/,N00038858
H4WA07073,"KELLER, CRAIG",REP,C,WA,98116,C00569707,2018,N,WA,7,H,,
H8WA08163,"RITTEREISER, JASON",DEM,O,WA,98027,C00650028,2018,C,WA,8,H,https://www.jasonrittereiser.com/,
H8WA08205,"ROSSI, DINO",REP,O,WA,98027,C00656371,2018,C,WA,8,H,https://www.dinorossi.com/,
H8WA08189,"Schrier, Kim",DEM,O,WA,98075,C00652628,2018,C,WA,8,H,https://drkimschrier.com/,
H6WA09025,"SMITH, D. ADAM",DEM,I,WA,98057,C00304709,2018,C,WA,9,H,http://www.electadamsmith.com/,N00007833
H8WA09054,"SMITH, SARAH",DEM,C,WA,98042,C00640151,2018,C,WA,9,H,https://www.votesarahsmith.com/,
H8WA10045,"BRUMBLES, JOSEPH",REP,C,WA,98597,,2018,N,WA,10,H,https://josephbrumbles.com/,
H0WA03161,"HECK, DENNIS",DEM,I,WA,98507,C00472159,2018,C,WA,10,H,http://www.dennyheckforcongress.com/,N00031557
S2WI00219,"BALDWIN, TAMMY",DEM,I,WI,,C00326801,2018,C,WI,0,S,https://www.tammybaldwin.com/,
S2WI00193,"SCHIESS, JOHN T",REP,C,WI,54868,C00497925,2018,N,WI,0,S,http://www.afact.us/,
S8WI00224,"VUKMIR, LEAH",REP,C,WI,53005,C00655522,2018,C,WI,0,S,https://leahvukmir.com/,
S8WI00208,"WALTERS, MARY JO",DEM,C,WI,53704,C00652115,2018,N,WI,0,S,,
H8WI01123,"BRYCE, RANDY",DEM,O,WI,53402,C00647537,2018,C,WI,1,H,https://www.randybryceforcongress.com/,
H8WI01156,"Steil, Bryan George",REP,O,WI,53546,C00677286,2018,C,WI,1,H,http://steilforwisconsin.com/,
H2WI02124,"POCAN, MARK",DEM,I,WI,53701,C00502179,2018,C,WI,2,H,http://www.pocanforcongress.com/,N00033549
H6WI03099,"KIND, RONALD JAMES",DEM,I,WI,54601,C00312017,2018,C,WI,3,H,http://www.ronkind.org/,N00004403
H8WI03103,"TOFT, STEVE",REP,C,WI,54758,C00658807,2018,C,WI,3,H,http://www.toftforcongress.com/,
H4WI04183,"MOORE, GWEN S",DEM,I,WI,53216,C00397505,2018,C,WI,4,H,https://www.gwenmooreforcongress.com/,N00026914
H8WI04069,"ROGERS, TIM",REP,C,WI,53209,,2018,N,WI,4,H,,
H8WI05165,"PALZEWICZ, TOM",DEM,C,WI,53005,C00653733,2018,C,WI,5,H,https://www.tomforwi.com/,
H8WI09050,"SENSENBRENNER, F. JAMES JR.",REP,I,WI,53051,C00083428,2018,C,WI,5,H,http://www.sensenbrenner.org/,N00004291
H4WI06048,"GROTHMAN, GLENN S.",REP,I,WI,54964,C00561597,2018,C,WI,6,H,http://www.glenngrothman.com/,N00036409
H8WI06098,"KOHL, DAN",DEM,C,WI,53024,C00647164,2018,C,WI,6,H,http://www.kohlforcongress.com/,
H8WI07138,"DRIESSEN, KEN",IND,C,WI,54843,,2018,N,WI,7,H,http://wethepeoplerule.net/,
H0WI07051,"DUFFY, SEAN",REP,I,WI,54402,C00464339,2018,C,WI,7,H,http://duffyforwisconsin.com/,N00030967
H8WI07096,"ENGEBRETSON, MARGARET RUTH",DEM,C,WI,54810,C00669143,2018,C,WI,7,H,https://www.vetfordemocracy.com/,
H6WI08155,"GALLAGHER, MICHAEL JOHN",REP,I,WI,54301,C00610212,2018,C,WI,8,H,http://www.mikeforwisconsin.com/,N00039330
H8WI08045,"LIEGEOIS, BEAU",DEM,C,WI,54305,C00655233,2018,C,WI,8,H,https://beauforcongress.com/,
S0WV00090,"MANCHIN III, JOE",DEM,I,WV,26554,C00486563,2018,C,WV,0,S,https://joemanchinwv.com/,
S8WV00143,"MORRISEY, PATRICK MR",REP,C,WV,25414,C00651075,2018,C,WV,0,S,https://patrickmorrisey.com/,
H8WV01075,"FERSHEE, KENDRA JEAN HUARD",DEM,C,WV,26505,C00655860,2018,C,WV,1,H,https://www.teamkendrawv.com/,
H0WV01072,"MCKINLEY, DAVID B. MR.",REP,I,WV,26003,C00473132,2018,C,WV,1,H,,N00031681
H4WV02080,"MOONEY, ALEXANDER XAVIER",REP,I,WV,25402,C00629949,2018,C,WV,2,H,,N00033814
H8WV02115,"SERGENT, TALLEY",DEM,C,WV,25321,C00650176,2018,C,WV,2,H,http://talleysergent.com/,
H8WV03121,"LOVE, SHIRLEY",DEM,O,WV,25901,C00670588,2018,C,WV,3,H,,
H8WV03097,"MILLER, CAROL DEVINE",REP,O,WV,25701,C00653220,2018,C,WV,3,H,https://www.electcarolmiller.com/,
H8WV03048,"OJEDA, RICHARD NEECE SENATOR II",DEM,O,WV,25625,C00639989,2018,C,WV,3,H,https://voteojeda.com/,
S6WY00068,"BARRASSO, JOHN A",REP,I,WY,82601,C00436386,2018,C,WY,0,S,https://www.barrassoforwyoming.com/,N00006236
H6WY00159,"CHENEY, ELIZABETH MRS.",REP,I,WY,82602,C00607556,2018,C,WY,0,H,,N00035504
H8WY01062,"HUNTER, GREG",DEM,C,WY,82073,,2018,N,WY,0,H,https://hunterforwyoming.com/,
S8WY00189,"TRAUNER, GARY",DEM,C,WY,83014,C00663146,2018,C,WY,0,S,https://traunerforwy.com/,
