zip,cd,res_ratio,bus_ratio,oth_ratio,tot_ratio
00617,7200,1,1,1,1
00627,7200,1,1,1,1
00662,7200,1,1,1,1
00680,7200,1,1,1,1
00683,7200,1,1,1,1
00687,7200,1,1,1,1
00732,7200,1,1,1,1
00738,7200,1,1,1,1
00765,7200,1,1,1,1
00919,7200,1,1,1,1
00971,7200,1,1,1,1
00981,7200,1,1,1,1
01005,2502,1,1,1,1
01041,2501,1,1,1,1
01081,2501,1,1,1,1
01062,2502,1,1,1,1
01109,2501,1,1,1,1
01267,2501,1,1,1,1
01331,2502,1,1,1,1
01225,2501,1,1,1,1
01420,2503,0.992399332,0.987937967,0.987804878,0.991852975
01360,2502,1,1,1,1
01344,2502,1,1,1,1
01462,2503,0.994332137,1,1,0.994712725
01460,2503,1,1,1,1
01451,2503,1,1,1,1
01440,2503,0.992826697,0.994910941,1,0.993410958
01521,2501,1,1,1,1
01523,2503,1,1,1,1
01473,2503,1,1,1,1
01475,2503,0.745272525,0.872340426,0.841269841,0.753912685
01560,2502,1,1,1,1
01550,2501,1,1,1,1
01537,2502,1,1,1,1
01534,2502,1,1,1,1
01588,2502,1,1,1,1
01583,2502,1,1,1,1
01585,2501,0.183741648,0.020833333,0,0.177861365
01571,2501,1,0.995215311,1,0.999806277
01604,2502,1,1,1,1
01607,2502,1,1,1,1
01701,2505,1,1,1,1
01747,2502,0.016837782,0.051383399,0.061538462,0.021067926
01773,2505,0.991660876,1,0.980392157,0.991976893
01824,2503,0.999424405,0.999282125,1,0.99942491
01833,2506,1,1,1,1
01863,2503,1,1,1,1
01864,2506,1,1,1,1
01886,2503,0.99911076,1,1,0.999206489
01879,2503,1,1,1,1
01876,2506,1,1,1,1
01890,2505,1,1,1,1
01915,2506,1,1,1,1
01906,2506,1,1,1,1
01929,2506,1,1,1,1
01982,2506,1,1,1,1
01966,2506,1,1,1,1
02043,2508,1,1,1,1
02035,2504,1,0.981677917,0.995762712,0.997851882
02052,2504,1,1,1,1
02056,2504,1,1,1,1
02054,2504,1,1,1,1
02045,2508,1,1,1,1
02061,2509,0.998932536,1,1,0.999146903
02125,2507,0.625699496,0.610719323,0.664179104,0.626984629
02122,2508,0.372026942,0.331196581,0.368421053,0.368368094
02130,2508,0.601712037,0.616170213,0.498930862,0.595763584
02139,2507,0.717764283,0.745972073,0.642354447,0.714559011
02170,2508,1,1,1,1
02186,2508,0.73755249,0.919117647,0.813084112,0.747582841
02184,2508,1,1,1,1
02199,2507,1,1,1,1
02331,2509,1,1,1,1
02350,2509,1,0,1,1
02338,2509,0.999059856,1,1,0.999107143
02339,2509,1,1,1,1
02375,2504,0.995718178,0.994897959,1,0.995800355
02364,2509,1,1,1,1
02446,2504,0.978790757,0.987509184,0.975294778,0.979088557
02464,2504,1,1,1,1
02455,2507,1,1,1,1
02452,2505,1,1,1,1
02568,2509,1,1,1,1
02562,2509,1,1,1,1
02630,2509,1,1,1,1
02657,2509,1,1,1,1
02648,2509,1,1,1,1
02725,2504,1,1,1,1
02760,2504,1,1,1,1
02747,2509,1,1,1,1
02770,2509,1,1,1,1
02815,4402,1,1,1,1
02808,4402,1,1,1,1
02839,4402,1,1,1,1
02835,4401,1,1,1,1
02822,4402,1,1,1,1
02842,4401,1,1,1,1
02862,4401,1,1,1,1
02907,4401,0.877897167,0.815184049,0.831442464,0.869519041
02908,4401,0.332286726,0.434738956,0.521367521,0.343881215
02905,4401,0.559362934,0.731077471,0.518292683,0.574549149
02905,4402,0.440637066,0.268922529,0.481707317,0.425450851
02909,4402,0.939949319,0.980683507,0.983255814,0.945177927
03031,3302,1,1,1,1
03070,3302,1,1,1,1
03103,3301,1,1,1,1
03079,3302,1,1,1,1
03221,3302,1,1,1,1
03249,3301,1,1,1,1
03235,3302,0.999752903,1,1,0.9997849
03302,3302,1,1,1,1
03576,3302,1,1,1,1
03561,3302,1,1,1,1
03467,3302,1,1,1,1
03441,3302,1,1,1,1
03446,3302,1,1,1,1
03447,3302,1,1,1,1
03748,3302,1,1,1,1
03741,3302,1,1,1,1
03592,3302,1,1,1,1
03602,3302,1,1,1,1
24226,5109,1,1,0,1
03810,3301,1,1,1,1
03811,3302,0.9972106,0.986486486,1,0.996402878
03785,3302,1,1,1,1
03835,3301,1,1,1,1
03827,3301,1,1,1,1
03884,3301,1,1,1,1
03868,3301,1,1,1,1
03872,3301,1,1,1,1
03873,3301,1,1,1,1
03857,3301,1,1,1,1
03856,3301,1,1,1,1
04005,2301,1,1,1,1
03901,2301,1,1,1,1
04027,2301,1,1,1,1
04015,2301,1,1,1,1
04022,2302,1,1,1,1
04021,2301,1,1,1,1
04066,2301,1,1,1,1
04076,2301,1,1,1,1
04079,2301,1,1,1,1
04104,2301,1,1,1,1
04095,2301,1,1,1,1
04226,2302,1,0,1,1
04110,2301,1,1,1,1
04243,2302,1,1,1,1
04290,2302,1,1,1,1
04412,2302,1,1,1,1
04411,2302,1,1,1,1
04354,2302,1,1,1,1
04479,2302,1,1,1,1
04481,2302,1,1,1,1
04453,2302,1,1,1,1
04424,2302,1,1,1,1
04605,2302,1,1,1,1
04539,2301,1,1,1,1
04736,2302,1,1,1,1
04743,2302,1,1,1,1
04691,2302,1,1,1,1
04671,2302,1,1,1,1
04677,2302,1,1,1,1
04655,2302,1,1,1,1
04642,2302,1,1,0,1
04616,2302,1,1,1,1
04862,2301,1,1,1,1
04849,2302,1,1,1,1
04847,2301,1,1,1,1
04747,2302,1,1,1,1
04955,2302,1,1,1,1
04963,2302,1,1,1,1
04947,2302,1,1,1,1
05041,5000,1,1,1,1
04965,2302,1,1,1,1
04969,2302,1,1,1,1
05101,5000,1,1,1,1
05148,5000,1,1,1,1
05142,5000,1,1,1,1
05061,5000,1,1,1,1
05153,5000,1,1,1,1
05444,5000,1,1,1,1
05402,5000,1,1,1,1
05401,5000,1,1,1,1
05350,5000,1,1,1,1
05452,5000,1,1,1,1
05455,5000,1,1,1,1
05445,5000,1,1,1,1
05658,5000,1,1,1,1
05651,5000,1,1,1,1
05677,5000,1,1,1,1
05671,5000,0,1,1,1
05667,5000,1,1,1,1
05767,5000,1,1,1,1
05765,5000,1,1,1,1
05753,5000,1,1,1,1
05738,5000,1,1,1,1
05857,5000,1,1,1,1
05845,5000,1,1,1,1
06001,905,0.999770009,1,1,0.99980282
05872,5000,1,1,1,1
06039,905,1,1,1,1
06057,901,0.99714467,1,1,0.997386001
06053,905,1,1,1,1
06060,901,1,1,1,1
06052,905,1,1,1,1
06045,901,1,1,1,1
06092,905,1,1,1,1
06106,901,1,1,1,1
06110,901,1,1,1,1
06134,901,1,1,1,1
06127,901,1,1,1,1
06120,901,1,1,1,1
06119,901,1,1,1,1
06269,902,1,1,1,1
06277,902,1,1,1,1
06374,902,1,1,1,1
06417,902,1,1,1,1
06410,905,0.993570855,0.99766173,1,0.994169776
06457,903,0.933933002,0.938850817,0.965179543,0.935431768
06455,903,1,1,1,1
06450,905,0.997761836,1,1,0.998021811
06443,902,0.997926028,1,1,0.998167752
06472,903,1,1,1,1
06469,902,1,1,1,1
06478,904,0.991300829,1,1,0.991995532
06510,903,1,1,1,1
06517,903,1,1,1,1
06606,904,1,1,1,1
06716,905,0.999694563,1,1,0.999724252
06705,905,0.998751976,1,0.995492111,0.998533929
06708,903,0.341793968,0.276923077,0.349124614,0.338522735
06759,905,1,1,1,1
06798,905,1,1,1,1
07001,3406,1,1,1,1
07002,3410,0.41370276,0.232501224,0.423712651,0.403455162
07004,3411,1,1,1,1
06614,903,1,1,1,1
06902,904,1,1,1,1
06776,905,1,1,1,1
06778,905,1,1,1,1
06783,905,1,1,1,1
07032,3409,0.471443483,0.33787789,0.304843305,0.446631996
07032,3408,0.528556517,0.66212211,0.695156695,0.553368004
07081,3407,1,1,1,1
07086,3408,1,1,1,1
07067,3406,1,1,1,1
07064,3406,1,1,1,1
07055,3409,1,1,1,1
07027,3407,1,1,1,1
07104,3410,0.0726437,0.007234727,0.0060173,0.062305047
07094,3409,1,0.971052632,0.983436853,0.995722929
07202,3408,1,1,1,1
07424,3411,0.991223404,0.981268012,0.988450433,0.990005107
07405,3411,1,1,1,1
07422,3405,1,1,1,1
07307,3408,1,1,1,1
07108,3410,1,0.998175182,0.999434709,0.999849102
07508,3411,0.393330758,0.387283237,0.256965944,0.387849924
07644,3405,1,1,1,1
07632,3409,1,1,1,1
07640,3405,1,1,1,1
07630,3405,1,1,1,1
07649,3405,1,1,1,1
07650,3409,1,1,1,1
07647,3405,1,1,1,1
07728,3404,1,1,1,1
07737,3406,1,1,1,1
07474,3411,1,1,1,1
07719,3404,1,1,1,1
07726,3406,0.048436041,0.134935305,0.051698671,0.055772793
07704,3404,1,1,1,1
07656,3405,1,1,1,1
07626,3405,0.048336472,0.160550459,0.051282051,0.055427915
07601,3405,0.999401018,1,1,0.999531012
07604,3409,0.970665499,0.905426357,0.848484848,0.957093299
07801,3411,0.356393636,0.182242991,0.149212234,0.320633397
07758,3406,1,1,1,1
07869,3411,0.976956568,1,0.988980716,0.979062056
08016,3403,1,1,1,1
08026,3401,1,1,1,1
08029,3401,1,1,1,1
08008,3402,1,1,1,1
07950,3411,1,1,1,1
07921,3407,1,1,1,1
07927,3411,1,1,1,1
07849,3411,1,1,1,1
07834,3411,1,1,1,1
07836,3407,1,1,1,1
07853,3407,1,1,1,1
07851,3405,1,1,1,1
08050,3402,0.479716948,0.647673314,0.537037037,0.491735537
08037,3402,0.81343127,0.847475832,0.85042735,0.817204301
08043,3401,1,1,1,1
08045,3401,1,1,1,1
08205,3402,1,1,1,1
08215,3402,1,1,1,1
08096,3401,1,1,1,1
08105,3401,1,1,1,1
08097,3401,1,1,1,1
08084,3401,1,1,1,1
08056,3402,0.326603325,0.06122449,0.095238095,0.316419612
08056,3401,0.673396675,0.93877551,0.904761905,0.683580388
08332,3402,1,1,1,1
08530,3407,0.937551582,0.987745098,0.994285714,0.94476055
08751,3403,1,1,1,1
08750,3404,1,1,1,1
08302,3402,1,1,1,1
08328,3402,1,1,1,1
08733,3404,1,1,1,1
08724,3403,0.996587031,0.995127893,1,0.996556761
08738,3403,1,1,1,1
08648,3412,1,1,1,1
08722,3403,1,1,1,1
08512,3412,1,1,1,1
27377,3706,1,1,1,1
08801,3407,1,1,1,1
08809,3407,1,1,1,1
08904,3406,1,1,1,1
28785,3711,1,1,1,1
08901,3406,0.999937958,0.999770115,1,0.99988466
08882,3412,0.999688279,0.979742173,0.989583333,0.99758032
30042,1307,1,1,1,1
30038,1304,1,1,1,1
30034,1304,0.846948506,0.724378109,0.725,0.83869374
29588,4507,1,1,1,1
30112,1303,1,1,1,1
30054,1310,0.150597341,0.122137405,0.122641509,0.148946284
29708,4505,1,1,1,1
30095,1307,1,1,1,1
30090,1311,0,1,1,1
30083,1304,1,1,1,1
30183,1311,0.989085435,1,1,0.989353891
30180,1313,0.184340356,0.074605452,0.078212291,0.175194128
30171,1314,0.125935162,0.034482759,0.166666667,0.124466138
30144,1311,0.901666822,0.97867036,0.978761062,0.914201068
30143,1314,0.132834629,0.046979866,0.006514658,0.122125145
30148,1309,1,1,1,1
30215,1313,0.09310089,0.015503876,0,0.09057554
30240,1303,1,1,1,1
30248,1310,0.204739598,0.017069701,0.136363636,0.193140794
30307,1305,1,1,1,1
30303,1305,1,1,1,1
30287,1313,1,1,1,1
30237,1313,1,1,1,1
30318,1305,1,1,1,1
30337,1305,0.910179641,0.637651822,0.875451264,0.877727784
30434,1310,0.933989788,0.977973568,1,0.937834225
30426,1312,1,1,1,1
30342,1305,0.008392913,0.000378215,0.0025,0.007161901
30471,1312,1,1,1,1
30501,1309,1,1,1,1
30546,1309,1,1,1,1
30450,1312,1,1,1,1
30455,1312,1,1,1,1
30456,1312,1,1,1,1
30520,1309,1,1,1,1
30576,1309,1,1,1,1
30629,1309,0.766774641,0.924242424,0.692307692,0.770982143
30627,1310,0.618120237,0.666666667,1,0.620098039
30635,1309,1,1,1,1
30708,1314,1,1,0,1
30677,1310,1,1,1,1
30666,1310,0.981896357,0.978571429,0.928571429,0.98146937
30752,1314,1,1,1,1
30757,1314,1,1,1,1
30753,1314,1,1,1,1
30904,1312,1,1,1,1
31024,1310,1,1,1,1
31031,1310,0.207087827,0.085365854,0.346153846,0.202328967
30740,1314,1,1,1,1
30734,1314,1,1,0,1
31019,1312,1,1,1,1
31020,1302,0.171075838,0.230769231,0,0.173693086
30823,1310,1,1,0,1
31078,1302,0.998148148,1,1,0.998296422
31077,1308,1,1,1,1
31331,1301,1,1,1,1
31049,1310,0.720534629,0.75,1,0.721957041
31036,1308,1,1,1,1
31038,1310,1,1,0,1
31321,1312,0.403143275,0.122807018,0,0.395863053
31220,1308,0.636253594,0.292682927,0.2,0.622814685
31210,1302,0.063924166,0.008731083,0,0.05737176
31091,1302,0.942084942,0.979591837,1,0.944711538
31535,1312,1,1,1,1
31527,1301,1,1,1,1
31534,1312,1,1,1,1
31532,1312,1,1,1,1
31636,1308,1,1,1,1
31631,1301,1,1,1,1
31409,1301,1,1,1,1
31408,1301,1,1,1,1
31606,1308,0.998841922,1,1,0.998872604
31543,1301,1,1,1,1
31705,1308,0.058572096,0.007648184,0.000930233,0.051831052
31712,1302,0.892234548,1,0,0.899109792
31706,1302,1,1,1,1
31905,1302,0.997052011,0.996336996,1,0.997402223
31906,1303,0.047454633,0.007866273,0.094052559,0.046991687
31826,1303,0.553588987,0.47826087,0,0.551923077
31823,1303,1,1,0,1
31807,1303,1,1,0,1
31795,1308,1,1,1,1
31792,1302,0.016899452,0.005733945,0.019337017,0.01566545
31781,1308,1,1,1,1
31787,1302,1,1,1,1
31721,1302,1,1,1,1
31744,1302,0.04137931,0.0625,0,0.041944075
32059,1205,1,1,1,1
32112,1203,0.999752291,1,1,0.999771429
44212,3916,0.519270088,0.462441315,0.5,0.515382457
32003,1203,1,1,1,1
32009,1204,1,1,0,1
32086,1206,0.623571429,0.263261297,0.434782609,0.586932766
32062,1202,1,1,1,1
32177,1203,1,1,1,1
32221,1205,0.852506427,0.904587156,0.980769231,0.855193561
32119,1206,1,1,1,1
32129,1206,1,1,1,1
32216,1205,0.276764583,0.206176471,0.230869001,0.266057543
32205,1205,0.449724116,0.621908127,0.294034091,0.457372746
32195,1211,1,1,1,1
32162,1211,1,1,1,1
32266,1204,1,1,1,1
32234,1204,0.279503106,0.601351351,0.888888889,0.29464978
32340,1205,1,1,1,1
32324,1205,1,1,1,1
32327,1202,1,1,1,1
32320,1202,1,1,1,1
32317,1202,0.594580163,0.082808281,0.65625,0.528955293
32309,1205,0.227790433,0.091071429,0.096774194,0.21996124
32310,1202,0.00043262,0.15301391,0.016203704,0.010653753
32425,1201,0.457675538,0.151228733,0,0.432986833
32427,1202,1,1,1,1
32446,1202,1,1,1,1
32448,1202,1,1,1,1
32549,1201,1,1,1,1
32541,1201,1,1,1,1
32533,1201,1,1,1,1
32437,1202,1,1,1,1
32601,1203,1,1,1,1
32708,1207,1,1,1,1
32568,1201,1,1,1,1
32565,1201,1,1,1,1
32667,1203,1,1,1,1
32603,1203,1,1,1,1
32767,1206,1,1,1,1
32803,1207,1,0.948905109,0.991566265,0.990147453
32801,1207,0.540530814,0.281988016,0.611538462,0.494501765
32784,1206,0.672413793,0.912280702,0.707865169,0.683145672
32790,1207,1,1,1,1
32776,1206,0.99657182,1,1,0.99683394
32773,1207,1,1,1,1
32757,1211,0.068081087,0.016988417,0.029296875,0.062556198
32824,1210,0.993668381,0.996721311,0.995545657,0.993948024
32820,1207,0.601197263,0.187969925,0.111111111,0.583766056
32869,1210,1,1,1,1
32955,1208,1,1,1,1
32948,1208,1,1,1,1
32953,1208,1,1,1,1
32940,1208,1,1,1,1
32910,1208,1,1,1,1
32908,1208,1,1,1,1
32826,1207,0.999167206,0.94,0.993421053,0.995690012
32832,1209,1,1,1,1
32833,1208,0.996389892,1,1,0.996423097
33015,1224,0.574488478,0.363560732,0.478212907,0.558640604
33017,1224,1,1,1,1
33032,1226,1,1,1,1
33027,1220,0.374518119,0.642331288,0.267800213,0.383161468
33021,1223,0.422292127,0.379981884,0.361505682,0.415696389
33011,1225,1,1,1,1
33064,1220,0.031958098,0.051614946,0.036773428,0.034208586
33034,1226,1,1,1,1
33081,1224,1,1,1,1
33060,1222,0.570171958,0.582379293,0.413754228,0.556789928
33061,1222,1,1,1,1
33062,1222,1,1,1,1
33154,1223,0.999914082,0.998913043,1,0.999853662
33137,1224,0.976167779,0.996638655,0.99704579,0.97992007
33162,1224,1,1,1,1
33142,1225,0.064474191,0.268560516,0.082750583,0.097701796
33313,1220,0.879312179,0.792167102,0.870850622,0.873595856
33317,1223,0.83892092,0.923034934,0.761408083,0.844605959
33312,1222,0.338485999,0.094022834,0.27758216,0.30804421
33312,1223,0.356240615,0.616185359,0.273474178,0.379410042
33351,1223,0.242347124,0.063186813,0.303611738,0.215714204
33427,1222,1,1,1,1
33417,1220,0.225899507,0.252609603,0.329313544,0.23192552
33413,1220,0.453238627,0.727083333,0.844262295,0.480736761
33409,1218,0.383939592,0.141003157,0.252773376,0.335961087
33436,1221,1,1,1,1
33434,1222,0.401984213,0.263218391,0.772068511,0.412359114
33455,1218,1,1,1,1
33487,1222,0.984986517,0.999575552,0.98612182,0.987049614
33432,1222,1,1,1,1
33538,1211,1,1,1,1
33556,1212,0.521470746,0.796215429,0.909090909,0.54113132
33596,1215,1,1,1,1
33584,1215,1,1,1,1
33592,1215,0.949675325,0.971175166,0.993883792,0.953156529
33548,1214,0.986483492,0.880145278,0.777777778,0.965909091
33617,1214,0.515451113,0.381483913,0.537200121,0.51014272
33694,1214,1,1,1,1
33689,1215,1,1,1,1
33760,1213,1,1,1,1
33714,1213,1,1,1,1
33637,1215,0.931286182,0.813874788,0.955375254,0.924916944
33674,1214,1,1,1,1
33857,1217,1,1,1,1
33830,1209,0.06520693,0.090128755,0.043478261,0.067324064
33831,1217,1,1,1,1
33932,1219,1,1,1,1
33906,1219,1,1,1,1
34113,1219,0.993724759,0.959183673,0.993932039,0.992815225
34116,1225,1,1,1,1
34232,1216,1,1,1,1
34228,1216,1,1,1,1
34234,1216,1,1,1,1
34230,1216,1,1,1,1
34108,1219,1,1,1,1
34105,1219,0.717959636,0.871060172,0.731382979,0.723374522
34208,1216,1,1,1,1
34240,1216,1,1,1,1
34237,1216,1,1,1,1
34239,1216,1,1,1,1
34235,1216,1,1,1,1
34471,1203,0.997481307,0.999549347,1,0.997886512
34446,1211,1,1,1,1
34434,1211,1,1,1,1
34432,1211,0.235040276,0.037783375,0.012048193,0.222012917
34275,1217,1,1,1,1
34277,1216,1,1,1,1
34491,1211,1,1,1,1
34489,1203,1,1,1,1
34614,1211,1,1,0,1
34741,1209,1,1,1,1
34705,1211,1,1,1,1
34684,1212,1,1,1,1
34685,1212,1,1,1,1
34661,1211,1,0,1,1
34656,1212,1,1,1,1
34609,1211,1,1,1,1
34952,1218,1,1,1,1
34788,1206,0.060843317,0.010582011,0.014925373,0.057275271
35006,104,0.070722057,0.126984127,0.5,0.074056378
34746,1209,1,1,1,1
34990,1218,1,1,1,1
34986,1218,1,1,1,1
34982,1218,1,1,1,1
34972,1217,0.970553281,0.983263598,0.994382022,0.972435971
34973,1217,1,1,1,1
34958,1218,1,1,1,1
34785,1211,1,1,1,1
35046,106,1,1,1,1
35072,106,0.477457502,0.763888889,1,0.486728838
35058,104,1,1,1,1
35130,106,0.324494382,0.367647059,0,0.323236694
35080,106,1,1,1,1
35215,106,0.212081233,0.256535948,0.088050314,0.207723766
35205,106,0.046713456,0.001686341,0.062725306,0.044742164
35179,104,0.987018425,1,1,0.987590072
35186,106,1,1,1,1
35183,106,1,1,1,1
35173,103,0.160230458,0.10882605,0.114942529,0.155695843
35188,107,0.103372434,0.115384615,0,0.103381014
35172,106,1,1,1,1
35235,107,0.297236827,0.034020619,0.017167382,0.265628081
35458,104,1,1,0,1
35578,104,1,1,1,1
35571,104,1,1,1,1
35565,104,1,1,1,1
35585,104,1,1,0,1
35548,104,1,1,1,1
35504,104,1,1,1,1
35503,104,1,1,1,1
35480,107,0.934898613,1,0,0.935449735
35253,106,1,1,1,1
35261,106,1,1,1,1
35618,104,1,1,1,1
35619,105,0.541787791,0.528571429,0.444444444,0.54084507
35619,104,0.458212209,0.471428571,0.555555556,0.45915493
35640,105,1,1,1,1
35587,104,1,1,0,1
35757,105,1,1,1,1
35756,105,1,1,1,1
35739,105,1,1,1,1
35740,105,1,1,1,1
35952,106,0.140801644,0.121621622,0.222222222,0.140463282
35957,104,1,1,1,1
36029,102,0.796610169,0.875,0.2,0.792703151
35802,105,1,1,1,1
35976,104,1,1,1,1
35904,104,1,1,1,1
36078,102,0.65073583,0.711985689,0.75,0.656057769
36106,107,0.035887361,0.159851301,0.088636364,0.056050955
36276,103,1,1,1,1
36277,103,1,1,1,1
36047,102,0.259358289,0.105263158,0,0.255208333
36052,103,0.689804772,0.473684211,0.5,0.679012346
36250,103,1,1,1,1
36204,103,1,1,1,1
36255,103,1,1,0,1
36117,103,0.466148024,0.291237917,0.25125,0.439773995
36115,102,1,1,1,1
36320,102,1,1,1,1
36426,101,1,1,1,1
36525,101,1,1,1,1
36502,101,0.998637911,0.998855835,1,0.998683144
36473,102,1,1,1,1
36451,107,0.324,0.151724138,0.191176471,0.311463325
36344,102,1,1,1,1
36345,102,1,1,1,1
36575,101,1,1,1,1
36617,101,1,1,1,1
36611,101,1,1,1,1
36850,103,1,1,1,1
36561,101,1,1,1,1
36792,106,1,1,1,1
36785,107,1,1,1,1
36740,107,1,1,0,1
36919,107,1,1,0,1
36879,103,1,1,1,1
37034,4704,1,1,1,1
37037,4704,1,1,0,1
37082,4705,1,1,1,1
36863,103,1,1,1,1
37069,4707,1,1,1,1
37067,4707,1,1,1,1
37072,4705,0.521170442,0.764573991,0.540880503,0.541306877
37046,4707,0.941728588,1,1,0.943688587
37010,4706,0.552995392,0.973684211,1,0.561229101
37018,4706,0.981555734,0.92,1,0.980376766
37024,4707,1,1,1,1
37010,4707,0.447004608,0.026315789,0,0.438770899
37148,4706,1,1,1,1
37130,4704,1,1,1,1
37096,4707,1,1,1,1
37090,4706,0.99718083,1,1,0.997389683
37179,4707,1,1,1,1
37201,4705,1,1,1,1
37337,4704,0.644028103,0.695652174,0,0.645381984
37332,4704,1,1,1,1
37406,4703,1,1,1,1
37405,4703,0.879181357,0.741626794,0.887931034,0.864833236
37402,4703,1,1,1,1
37411,4703,1,1,1,1
37403,4703,1,1,1,1
37219,4705,1,1,1,1
37217,4705,1,1,1,1
37228,4705,1,1,1,1
37381,4704,1,1,1,1
37385,4703,1,1,1,1
37380,4704,1,1,1,1
37357,4706,0.288214286,0.138554217,0.181818182,0.279116466
37356,4704,1,1,1,1
37645,4701,1,1,1,1
37766,4703,0.997274692,0.992569002,1,0.996991979
37737,4702,1,1,1,1
37729,4703,0.306049822,0.428571429,0,0.310933941
37726,4703,0.920920921,0.833333333,1,0.91902439
37717,4703,1,1,1,1
37714,4703,1,1,1,1
37726,4706,0.079079079,0.166666667,0,0.08097561
37681,4701,1,1,1,1
37641,4701,1,1,1,1
37814,4701,1,1,1,1
37852,4703,1,1,0,1
37841,4703,1,1,1,1
37847,4703,0.950292398,1,1,0.952146376
37831,4703,1,1,1,1
37777,4702,1,1,1,1
37917,4702,1,1,1,1
37886,4702,1,1,1,1
37876,4701,0.971023543,0.989441931,1,0.972302264
37891,4701,1,1,1,1
37871,4701,0.213759779,0.165137615,0.411764706,0.214078859
37825,4702,0.983461073,0.990595611,1,0.984200743
37829,4703,1,1,1,1
38004,4708,1,1,1,1
38028,4708,0.997280761,0.982905983,1,0.996742671
38040,4708,1,1,1,1
38049,4708,1,1,1,1
38030,4708,1,1,0,1
38117,4708,0.442047879,0.674465241,0.477088949,0.466882402
37933,4702,1,1,1,1
37929,4702,0,1,1,1
38058,4708,1,1,1,1
38257,4708,1,1,1,1
38253,4708,1,1,0,1
38255,4708,1,1,1,1
38379,4707,1,1,0,1
38381,4707,1,1,1,1
38402,4704,1,1,1,1
38125,4708,0.067961165,0.106881406,0.062983425,0.069197178
38358,4708,1,1,1,1
38371,4707,1,1,0,1
38356,4707,0.3313709,0.162790698,0,0.325487013
38320,4707,1,1,1,1
38334,4707,1,1,1,1
38141,4709,1,1,1,1
38183,4707,1,1,1,1
38664,2802,1,1,1,1
38665,2801,0.810300429,1,1,0.813659359
38671,2801,1,1,1,1
38655,2801,1,1,1,1
38478,4707,1,1,1,1
38464,4707,1,1,1,1
38474,4707,0.173755187,0.045592705,0,0.162785171
38481,4707,1,1,1,1
38654,2801,1,1,1,1
38651,2801,1,1,1,1
38632,2801,1,1,1,1
38625,2801,1,1,1,1
38620,2802,1,1,0,1
38744,2802,1,1,0,1
38756,2802,1,1,1,1
38754,2802,1,1,1,1
38855,2801,1,1,1,1
38847,2801,1,1,1,1
38850,2801,1,1,1,1
38703,2802,1,1,1,1
38720,2802,1,1,0,1
39044,2803,1,1,0,1
38965,2802,0.752339364,0.90990991,0.865384615,0.763573354
38967,2802,1,1,1,1
38951,2801,1,1,0,1
38921,2802,1,1,1,1
39117,2803,1,1,1,1
39194,2802,1,1,1,1
39335,2803,1,1,1,1
39339,2801,1,1,1,1
39095,2802,1,1,1,1
39090,2802,1,1,1,1
39213,2802,1,1,1,1
39212,2802,1,1,1,1
39216,2803,0.633416459,0.853277836,0.598130841,0.690309969
39159,2802,1,1,1,1
39150,2802,1,1,1,1
39169,2802,1,1,1,1
39367,2804,1,1,1,1
39403,2804,1,1,1,1
39461,2804,1,1,0,1
39459,2804,1,1,1,1
39465,2804,1,1,1,1
39552,2804,1,1,1,1
39361,2803,1,1,1,1
39352,2803,1,1,0,1
39483,2804,0.957441451,0.978723404,0.75,0.95776699
39479,2803,0.865968208,0.866666667,0,0.865986634
39426,2804,1,1,1,1
39601,2803,1,1,1,1
39633,2803,1,1,1,1
39629,2803,1,1,1,1
39705,2801,1,1,1,1
39648,2803,1,1,1,1
39638,2803,1,1,1,1
39641,2803,1,1,1,1
40065,2104,1,1,1,1
40115,2102,1,1,1,1
40119,2102,1,1,1,1
40204,2103,1,1,1,1
40258,2103,1,1,1,1
40256,2103,1,1,1,1
40026,2104,1,1,1,1
40242,2103,1,1,1,1
40209,2103,1,1,1,1
40165,2102,1,1,1,1
40145,2102,1,1,1,1
40351,2105,0.994243006,1,1,0.994876404
40508,2106,1,1,1,1
40515,2106,1,1,1,1
40503,2106,1,1,1,1
40437,2105,1,1,1,1
40444,2102,0.987317784,0.986910995,0.945054945,0.986772126
40461,2102,0.560755337,0.72972973,1,0.566082803
40383,2106,0.982505831,0.998989899,0.997461929,0.984164924
40361,2106,0.998827117,1,1,0.998936736
40311,2106,1,1,1,1
40328,2101,0.771513353,0.7,0.764705882,0.769338959
40813,2105,1,1,1,1
40734,2105,1,1,1,1
40741,2105,1,1,1,1
40827,2105,1,0,1,1
40862,2105,1,1,1,1
41010,2104,0.986759142,1,1,0.98702903
41101,2104,1,1,1,1
40523,2106,1,1,1,1
41097,2104,1,1,1,1
41045,2104,1,1,1,1
41039,2106,0.991245791,1,1,0.991469816
41040,2104,1,1,1,1
41022,2104,1,1,1,1
41034,2104,1,1,1,1
40914,2105,1,1,1,1
41501,2105,1,1,1,1
41317,2105,1,1,1,1
41858,2105,1,1,1,1
41835,2105,1,1,1,1
41764,2105,1,1,1,1
41230,2105,1,1,1,1
41175,2104,1,1,1,1
41183,2104,1,1,1,1
42051,2101,1,1,1,1
42038,2101,1,1,1,1
42044,2101,1,1,1,1
42045,2101,1,1,1,1
41603,2105,1,1,1,1
41555,2105,1,1,1,1
41519,2105,1,0,1,1
41537,2105,1,1,1,1
41660,2105,1,1,1,1
42256,2101,0.807984164,0.887096774,1,0.810244845
